emotion,arousal,dominance,valence,nsfw,file,text
78,0.4667063355445862,0.4727613925933838,0.5075180530548096,0,nen001_032,図書室は……もう誰もいないんですか？
79,0.5432780981063843,0.5270540118217468,0.5105314254760742,0,nen001_033,その前にちょっと調べ物をさせて欲しいんですが、鍵を貸してもらえませんか？
80,0.5079102516174316,0.4622040390968323,0.5019132494926453,0,nen001_034,タロットカードのことで少々。時間はかかりません。５分……は無理かも……でも２０分もあれば終わりますから……お願いします
81,0.3235349655151367,0.3484580516815185,0.2673275172710418,0,nen001_035,わかりました。ありがとう……ございます
82,0.3404059708118438,0.3322736322879791,0.3120900690555572,0,nen001_036,は、はい………気をつけます……ハァ、ハァ……
83,0.7527374029159546,0.7147202491760254,0.8199132680892944,0,nen001_037,……ハァ……ハァ……
84,0.3725962042808532,0.3813793063163757,0.4935397505760193,0,nen001_038,……大丈夫、ですよね……んっ……
86,0.6812602281570435,0.6571345925331116,0.7137435674667358,0,nen001_040,んっ、んん……
87,0.6652672290802002,0.6059263944625854,0.7094740867614746,1,nen001_041,あ……あっ、んっ……んんン、んッ、んッ、んぅぅッ……
88,0.7886204719543457,0.7347856163978577,0.787056565284729,1,nen001_042,んっ、ふぅぅ……はぁ、はぁ、あっ、ああぁぁ……ふぁぁぁ……
89,0.7089164853096008,0.6548645496368408,0.7277594208717346,1,nen001_043,はぁ、はぁぁ……ん、ん、んっ……はぁぁ……ぁ、ぁ、ぁ……ぁぁ……ンッ……！
90,0.6634962558746338,0.5587605237960815,0.6684575080871582,1,nen001_044,あぁ、もう……こ、んなの、最低ですッ……はぁ、はぁ……学院内で、おっ、オナニー……をするなんてっ、ん、んんっ
91,0.7320094108581543,0.6689106822013855,0.734171986579895,1,nen001_045,あっ、ああぁぁ……はぁ、はぁ、はぁぁぁ……ん、んンッッ
92,0.7294416427612305,0.6535679697990417,0.7747378945350647,1,nen001_046,はぁ、はぁ……私、なんてこと……あっ、あぁぁ……でも、気持ちよくて止まりません……ん、んんッ、ふぁ、あ、あぁぁぁ……
93,0.7348646521568298,0.670745849609375,0.7444406747817993,1,nen001_047,うっ……あ、あ、あっ、あっ、ひあっ、ん、んはっ……はっ、はっ、んんぅぅッ
94,0.7267661094665527,0.653835654258728,0.721056342124939,1,nen001_048,はぁ……はぁ……んっ、んんん……んぁ、んぁ、あっ……んっ、ぃぃぃッ
95,0.7983623147010803,0.7208159565925598,0.7661941051483154,1,nen001_049,んっ、んっ、んくっ……ひっ、あっ、ぁっ、ぁっ、んんーーッ……
96,0.7211073637008667,0.6466625332832336,0.7635654211044312,1,nen001_050,はぁぁぁ……はぁ、はぁ……んんっ、んっ、んんん、んぁ……んぁ、ぁ、ぁ、ぁぁぁぁ……ッ！
97,0.721966564655304,0.6127257347106934,0.771862804889679,1,nen001_051,だめ、早く、しないと……先生が、戻って、きます……こんなところ、見られたら……んっ、んっ、んぁ、んぁ、あ、あ、あ、あ、あ……
98,0.7571614980697632,0.6661460995674133,0.7599261999130249,1,nen001_052,あ、あ、ん、んんんッ……はっ、はぁ、はぁ、あぁぁもう、本当に、最低ですっ……
99,0.744943380355835,0.6871581077575684,0.7676230669021606,1,nen001_053,んッ……んはぁッ、はぁ、はぁ……ンン、んぁ、んぁぁ……あ、あ、あぁぁ……
100,0.6606456637382507,0.5765453577041626,0.7234886288642883,1,nen001_054,はぁー、はぁーーぁぁ、気持ちいい……あっ、あぃ、あぃっ、いい……本当に……んん
101,0.7329667806625366,0.655281662940979,0.8208742737770081,1,nen001_055,早く……こんなこと、早く……先生が、また様子を……見に、きたりしない、内に……はぁ、はぁ、はぁ、はぁ
102,0.7574886679649353,0.7079839110374451,0.7901110649108887,1,nen001_056,はぁ、はぁ、はぁっ、はぁぁぁ……ぁ、ぁ、ぁ……ぁぁ……ぁぁんッ、んっ、んーッ
103,0.7670871019363403,0.6831867098808289,0.7522302269935608,1,nen001_057,んんッ、ん、んはぁぁぁーー……はぁ、はぁ、はぁァン、あッ、あん、あぁぁンッ
104,0.7377377152442932,0.6478092670440674,0.7913116216659546,1,nen001_058,はぁ、はぁ、はぁぁ……ヨダレ、でちゃう……じゅる……んぁっ、はぁ、はぁぁ……はっ、はっ、はっ……じゅる
105,0.7420011162757874,0.6319668292999268,0.7238330841064453,1,nen001_059,こんな、に、気持ちいいなんて、最低です……本当、図書室でオナニーなんて、最低すぎます……でも、でも
106,0.7900921106338501,0.6890323162078857,0.7273858785629272,1,nen001_060,あああぁぁ……今は、止められなくて……じゅる……はぁ、はぁぁ……あぁぁぁあぁ……
107,0.874648928642273,0.7969181537628174,0.8871785998344421,1,nen001_061,はぁ、はぁ、はぁ……早く……あっ、あっ、あぁぁ……ぁぁぁ、早く、早く
108,0.9309848546981812,0.811491072177887,0.7665395140647888,1,nen001_062,早く、イきたい、イきたい……このままイきたいぃ……はぁ、はぁ、はぁ、ぁぁ、ぁっ、ぁっ、あっ、あっ、あぁッ！
109,0.8929069638252258,0.7750187516212463,0.7662054896354675,1,nen001_063,あっ、あっ、ああぁぁ……痺れて、きたぁ……だめ、イきそう……んっ、だめじゃなくて、あっ、あっ、早く、このまま……早く早く早く
110,0.8779693245887756,0.7524009943008423,0.7677837610244751,1,nen001_064,はぁ、はぁ……はぁぁんっ！ん、んっ、んんんッ、クる、クる……んぁっ、んんーーッ、しびれちゃぅ
111,0.9105432629585266,0.8016029596328735,0.5479267239570618,1,nen001_065,あっ……あっ、あっ、あっ、あ、あ、あ、あぁぁぁぁ……クる、クるクるクるクるクるクるクるクる
112,0.8573463559150696,0.7416654825210571,0.4562863111495971,1,nen001_066,ンッ、んんんーーーーーーーッ！！
113,0.7554811835289001,0.6760516166687012,0.7413479685783386,1,nen001_067,はぁー、はぁー、はぁー……私、また、こんなこと……最低な、気分です……はぁー……はぁー……
114,0.4472793936729431,0.398745059967041,0.5675350427627563,1,nen001_068,はぁーー……はぁーー……机、綺麗にして……あと、図書室に鍵を掛けなくちゃ……はぁ……はぁ……
115,0.3910857439041137,0.3329528868198395,0.4227008819580078,1,nen001_069,動きたくないけど、先生が来て……早く、しないと……はぁ……はぁ……でも、力が、入らない……
116,0.2711728513240814,0.2844050228595733,0.2295441329479217,1,nen001_070,はぁぁぁーーー……早く掃除を、しな……い………………と？
117,0.7271170616149902,0.6783748865127563,0.7032281756401062,0,nen001_071,―――ッ
118,0.5616597533226013,0.5103809237480164,0.2979975044727325,0,nen001_072,保科君。珍しいところで会いますね。図書室で何か調べ物ですか？こんな時間まで大変ですね
119,0.8205552697181702,0.7778129577636719,0.0846723392605781,0,nen001_073,別に大変なんかじゃないですよっ
120,0.9177716374397278,0.8165050745010376,0.2453810572624206,0,nen001_074,%138;え？なんですか？
121,0.5329418182373047,0.4727667570114136,0.5378598570823669,0,nen001_075,そうですか。ところで……もう、帰らないといけない時間ですよね？
122,0.238984078168869,0.2500413954257965,0.1678458303213119,0,nen001_076,………
123,0.5745976567268372,0.4975500702857971,0.4034600257873535,0,nen001_077,わかりました。私は用事が終わったので、先に帰りますね。保科君もあまり遅くならないように、気を付けた方がいいですよ
124,0.5981826782226562,0.5150381922721863,0.5543179512023926,0,nen001_078,ありがとうございます。それじゃあ鍵を
125,0.6264499425888062,0.5338037014007568,0.356515884399414,0,nen001_079,久島先生に返しておいて下さい。それじゃあ、私はこれで。さようなら、保科君
126,0.640094518661499,0.5893225073814392,0.7120116949081421,0,nen001_080,%92;ありえない……これは夢……夢、悪夢……そう、悪夢……悪夢に違いない……そうじゃないとおかしい、こんなこと、ありえないありえないありえない……
127,0.8690565228462219,0.7574436664581299,0.7361196279525757,0,nen001_081,ぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁーーーー、ありえない、ありえないッ、夢です、これは夢ですよーーーぅ
246,0.5932336449623108,0.5315896272659302,0.5905298590660095,0,nen003_001,おはようございます、保科君
247,0.5003201961517334,0.4987452030181885,0.4312896728515625,0,nen003_002,保科君を待っていたんです。一緒に来て欲しいところがありまして
248,0.5265335440635681,0.5108457803726196,0.610245943069458,0,nen003_003,はい。昨日の事を相談したら、実際に会って確認したいと言われて……
249,0.5598716139793396,0.5117841958999634,0.3743110299110412,0,nen003_004,だからお願いです、一緒に来てくれませんか？
250,0.5513926148414612,0.5084817409515381,0.6316936016082764,0,nen003_005,できれば。早いうちがいいので
251,0.6207253932952881,0.5374763607978821,0.5293554663658142,0,nen003_006,ありがとうございます、保科君
252,0.6767465472221375,0.6128262281417847,0.3744235336780548,0,nen003_007,はい、私の知り合いが営んでる喫茶店です
253,0.5065504312515259,0.4638041853904724,0.5232221484184265,0,nen003_008,Ｓ[シ]ｃ[ュ]ｈ[バ]ｗ[ル]ａ[ツ]ｒｚ・[カ]Ｋ[ッ]ａ[ツ]ｔ[ェ]ｚｅ、ドイツ語で黒猫という意味ですね
254,0.4052329957485199,0.4442924857139587,0.5070282816886902,0,nen003_009,ここに、会って欲しい人がいます
255,0.7000520825386047,0.6479547023773193,0.5771176218986511,0,nen003_010,それじゃあ、入りましょう
256,0.5797629356384277,0.5519074201583862,0.426097959280014,0,nen003_011,約束しているので大丈夫です
257,0.4933023452758789,0.4721421897411346,0.4333553314208984,0,nen003_012,それに、ちょっと……と言いますか、かなり不思議な話になると思いますから、他に人がいない方が都合もいいので
258,0.5852696895599365,0.570798397064209,0.5708680748939514,0,nen003_013,七緒、彼が昨日話した人です
259,0.6264617443084717,0.5764021277427673,0.4410042762756347,0,nen003_014,混じっている？それってどういう事ですか、七緒
260,0.5376494526863098,0.5100434422492981,0.4899478256702423,0,nen003_015,…………
261,0.4431220889091491,0.4773523509502411,0.2362160384654998,0,nen003_016,じゃあ……ダージリンを
262,0.5122240781784058,0.4663107395172119,0.4305334687232971,0,nen003_017,ありがとうございます
263,0.459177017211914,0.4214096665382385,0.3123862445354461,0,nen003_018,穴って……私も初耳です、七緒
264,0.5046271681785583,0.4985794126987457,0.3232212364673614,0,nen003_019,諦め？受け入れる？
265,0.4512143135070801,0.4488976597785949,0.4021824896335602,0,nen003_020,それじゃあ……欠片を回収するためには？
266,0.3057520091533661,0.322744220495224,0.2324530780315399,0,nen003_021,あの、保科君……？
267,0.429724633693695,0.4502207338809967,0.4317110776901245,0,nen003_022,あの……質問してもいいですか？
268,0.3872217237949371,0.3882287144660949,0.4013371169567108,0,nen003_023,それは、例えば私が今何を考えているのかも……わかったりするんですか？
269,0.5294791460037231,0.533229410648346,0.4605957865715027,0,nen003_024,じゃあ、穴を埋めるためにはその能力を何とかしないといけないんですね
270,0.5268560647964478,0.523536205291748,0.4100673198699951,0,nen003_025,七緒、穴を埋める方法については何かないんですか？
271,0.3110777139663696,0.3126835227012634,0.3750858902931213,0,nen003_026,そ、そうですか……
272,0.3914009928703308,0.3965967297554016,0.413262128829956,0,nen003_027,具体的な方法が思いつかないというのは、そういうことですか
273,0.5016518831253052,0.4519214034080505,0.487987607717514,0,nen003_028,………………
274,0.2714521884918213,0.3004840314388275,0.3125743269920349,0,nen003_029,それは……えっと……
275,0.4333860278129577,0.4348943531513214,0.3853901028633117,0,nen003_030,七緒？それってどういうことですか？
276,0.289513885974884,0.3046252727508545,0.3972732722759247,0,nen003_031,あの……一つ、思ったことがあるんですが……
277,0.6195771098136902,0.5887101888656616,0.5560499429702759,0,nen003_032,保科君も魔女の契約を結べば、その能力を消すことができるんじゃないですか？
278,0.3181848227977752,0.3661746680736542,0.3296252489089966,0,nen003_033,それは……
281,0.9397528767585754,0.7798517346382141,0.4382887184619903,0,nen003_036,わーっわーっわーっ、やめて下さーーーいっ、私のことは言わなくていいんですよぅ
282,0.9230185747146606,0.882709801197052,0.8683876395225525,0,nen003_037,いやぁぁぁぁーーーーーーーッ
283,0.8170654773712158,0.6901477575302124,0.3416360020637512,1,nen003_038,ししし仕方ないんですっ、さっき七緒が言ったことじゃないですか、逆らえないって。だから“発情”してしまうのは仕方なくて……
284,0.7219766974449158,0.6259743571281433,0.4013247787952423,0,nen003_039,だってぇ、今まで誰にも見られたことなんてなかったんです。一昨日、保科君に見られたのが初めてなんですよぉ
286,0.6807507276535034,0.5642238855361938,0.6636559367179871,0,nen003_041,……ぅ……ぅぁぁ……ありえない……新しい事実まで、しかも自分で言っちゃうだなんて……ありえないありえないありえない……
287,0.3022969365119934,0.2744411826133728,0.3962989151477813,0,nen003_042,そっ、れは……その……
288,0.3746759295463562,0.3266976475715637,0.3613895773887634,0,nen003_043,いえ、あの……発情にも波があって、ひどいときは……普通じゃ足りないことも……それに、図書室にある机の角の丸みが、一番丁度よくて
289,0.6189621686935425,0.5435594320297241,0.7693296670913696,1,nen003_044,……最悪……最悪です……もうやだ、お家帰るぅ……
290,0.5933644771575928,0.4925167560577392,0.4262337386608124,0,nen003_045,そもそも契約内容がおかしいんです……発情って……いくらなんでも発情はおかしいでしょう……だから学院内でオナニーなんて……
291,0.7001466155052185,0.5877619981765747,0.666912853717804,1,nen003_046,え？あ、ご、ごめんなさい。つい考え込んでしまって
292,0.4698951244354248,0.4409310519695282,0.5435557961463928,0,nen003_047,七緒は人間じゃないんです。私が契約を結んだ、アルプなんです
293,0.4139397144317627,0.4324232935905456,0.4410985708236694,0,nen003_048,これが、七緒の本当の姿。人間ではなく、元は猫だったんです
294,0.2839688956737518,0.3466438949108124,0.4290768504142761,0,nen003_049,……どこを見て言ってるんですか？
295,0.4919175505638122,0.4870725870132446,0.2499356269836425,0,nen003_050,保科君？どうかしましたか？
296,0.346915602684021,0.4093066751956939,0.3991398215293884,0,nen003_051,そうですか
297,0.4821230471134186,0.4717024564743042,0.2214434295892715,0,nen003_052,はい、大丈夫です。焦ってもどうしようもありませんから
298,0.6431117057800293,0.5886514186859131,0.5032883882522583,0,nen003_053,それじゃあ、今日のところはさよならですね
299,0.6033271551132202,0.5417276620864868,0.3337244391441345,0,nen003_054,はい？なんですか？
300,0.4269149601459503,0.4363312721252441,0.2412217855453491,0,nen003_055,それは……ハッキリとした確信があったわけじゃありません。でも……
301,0.446814090013504,0.4342557191848755,0.3598181903362274,0,nen003_056,どこか、私に似ている気がしたんです
302,0.3797480762004852,0.4142634868621826,0.4638898372650146,0,nen003_057,クラスで見ていて思ったんですが……どこか、線を引いて付き合っているように見えたんです
303,0.4372591972351074,0.4416839778423309,0.3521651029586792,0,nen003_058,そうですね……主には、全体の雰囲気が一番の理由なんですが……それでもあえて答えるなら、表情でしょうか
304,0.4768165647983551,0.4804628491401672,0.5389605164527893,0,nen003_059,楽しそうにしてる時でも、どこか楽しみきれていないと言いますか。そういう気持ちは、私にもありますから
305,0.615848183631897,0.5170703530311584,0.5204501152038574,0,nen003_060,いえ、お礼を言われるほどのことでは
306,0.5453504920005798,0.4593784511089325,0.3037557005882263,0,nen003_061,あ、はい。また
307,0.6625903248786926,0.6625726819038391,0.631796658039093,0,nen004_001,はい、開いていますよ
308,0.5029497146606445,0.4750333428382873,0.494033545255661,0,nen004_002,あ、保科君？今日はどうしたんですか？
309,0.5100560188293457,0.4808467924594879,0.4128795564174652,0,nen004_003,え？あ……ちょ、ちょっと待って下さいね
310,0.5666112899780273,0.5305258631706238,0.4418664574623108,0,nen004_004,大丈夫です、外には誰もいません。大きな声を出さない限り、誰にも聞かれないと思います
311,0.4616392254829407,0.4533811807632446,0.3914837837219238,0,nen004_005,そんなに慌てなくてもいいんですよ？どのみち、１日２日で何とかなる問題じゃありませんから……
312,0.4488968253135681,0.4447543621063232,0.4171028137207031,0,nen004_006,それは“心の穴”を埋める方法が見つかった、ということですか？
313,0.4156596660614013,0.4192571640014648,0.3589056432247162,0,nen004_007,……そう、ですよね。仕方ないと思います
314,0.6135260462760925,0.5702226161956787,0.6274324655532837,0,nen004_008,……え？
315,0.5508794784545898,0.4981080293655395,0.4342192411422729,0,nen004_009,え？え？あの……どうして部活に？入部することが、保科君の心を埋めることに繋がるんですか？
316,0.4123211503028869,0.4588381648063659,0.4611493349075317,0,nen004_010,何をですか？
317,0.7506252527236938,0.6433438062667847,0.5510059595108032,0,nen004_011,は、はい？
318,0.471861869096756,0.4795684814453125,0.5299789905548096,0,nen004_012,……保科君の気持ちはわかりました
319,0.4764837622642517,0.4831827580928802,0.3762764632701874,0,nen004_013,でも……正直に言って、上手くいくばかりじゃありません。失敗してしまうことだってありますよ？
320,0.3700036406517029,0.3662165403366089,0.3917592167854309,0,nen004_014,でもですね、その……私には“契約”の件もあります……迷惑をかけてしまうかも
322,0.4811722040176391,0.4458262324333191,0.401238203048706,0,nen004_016,それじゃあ、これからよろしくお願いします
323,0.5801163911819458,0.5895763635635376,0.2758612632751465,0,nen004_017,……もう死ぬしか……腹を切るしかありません……
324,0.5712973475456238,0.5565625429153442,0.3027587831020355,0,nen004_018,……気の利かない人は困りますが、だからってそんな変なことまで気を回さなくていいんです……嫌がらせですか……
325,0.6311637163162231,0.6095979809761047,0.5874889492988586,0,nen005_001,こんなものですよ？そんなに毎日毎日、困ってる人は来ません。学院内だけの話ですから
326,0.5896917581558228,0.5460570454597473,0.5499353408813477,0,nen005_002,それに相談よりも占いの方が多いこともよくありますしね
327,0.5533377528190613,0.5169500708580017,0.3999379873275757,0,nen005_003,おはようございます、仮屋さん、保科君
328,0.6237843036651611,0.5838891267776489,0.4772950708866119,0,nen005_004,どうかしたんですか？なんだか今日はご機嫌ですね、仮屋さん
329,0.709526777267456,0.6128999590873718,0.5125488042831421,0,nen005_005,そうなんですか、おめでとうございます
330,0.5677770972251892,0.5306084752082825,0.3581609427928924,0,nen005_006,いえ、本当に大したことはしてませんから
332,0.5130685567855835,0.5189485549926758,0.5731291174888611,0,nen005_008,いえ、まだです。おそらく何もないとは思うんですが、万が一ということもあります
333,0.5468800663948059,0.5304393768310547,0.5136152505874634,0,nen005_009,もし何かしらの事故が起きたりして、思った通りの結果にならなかったら……
334,0.5361579656600952,0.5183088183403015,0.3904111981391907,0,nen005_010,あくまで可能性なので気にし過ぎかもしれませんが、出来るだけタイミングも考えないと。嬉しい気持ちの時は特に
335,0.5861372947692871,0.5895357131958008,0.8019917607307434,0,nen005_011,ですからお給料をもらった時か、ギターを買った時が一番いいんじゃないかと
337,0.3592228889465332,0.3506163358688354,0.3867616355419159,0,nen005_013,あ、すみません。でもそれに関しては、ここではちょっと……
338,0.7034151554107666,0.6358472108840942,0.5416248440742493,0,nen005_014,はい、どうぞ
339,0.5451186895370483,0.5293737053871155,0.4444882869720459,0,nen005_015,こんにちは
341,0.540772557258606,0.5239281058311462,0.4214506447315216,0,nen005_017,適当に座ってくれていいですよ？
343,0.5643600225448608,0.5264418125152588,0.3912833333015442,0,nen005_019,あの、保科君も部員なんです。いちいち扉の前から声をかけなくてもいいですよ？
344,0.5632219910621643,0.5231268405914307,0.4004262685775757,0,nen005_020,そういう過剰な気遣いが続くと、怒りますよ？
345,0.5462064743041992,0.5561292767524719,0.4365703463554382,0,nen005_021,勿論ありますよ。今だってかなり怒ってます
346,0.6169920563697815,0.582623302936554,0.4908358454704284,0,nen005_022,おこです。激おこです
347,0.5655606985092163,0.5434582233428955,0.4676699638366699,0,nen005_023,いいですか、過剰な気遣いは止めて下さい
348,0.5995541214942932,0.5600816011428833,0.43096923828125,0,nen005_024,私は、本を読んでます。そういう意味では、図書室がすぐそこにあるのは便利ですね
349,0.5204331874847412,0.503549337387085,0.5547866821289062,0,nen005_025,保科君？そういうことも考えなくていいですからね？
350,0.4468604922294616,0.4004103243350982,0.23833529651165,1,nen005_026,……嘘です、あの目は嘘の目です……図書室のオ、オナニー……のことを思い出して、私のことをヘンタイだと思っている目です……
351,0.7290516495704651,0.6079500913619995,0.3460083603858948,0,nen005_027,え？あ、はい。どうぞ、開いていますから
352,0.5014132857322693,0.497035801410675,0.6269005537033081,0,nen005_028,はい？綾地寧々は私ですが……
353,0.4871674478054046,0.4691156446933746,0.3795359134674072,0,nen005_029,いえ。初対面のはずですよね？
354,0.426427274942398,0.4336627721786499,0.2798679172992706,0,nen005_030,え？そうなんですか？
355,0.3375743627548218,0.384705901145935,0.3318536281585693,0,nen005_031,……？どうかしましたか？
356,0.444927453994751,0.4573802649974823,0.4593410491943359,0,nen005_032,そ……そうですか
357,0.558464765548706,0.5431307554244995,0.5270276069641113,0,nen005_033,それよりも、ここがオカルト研究部の部室と知って訪ねてきたんですよね？
358,0.4516910314559936,0.4683097004890442,0.5059293508529663,0,nen005_034,占いじゃなく、相談ですか？
359,0.6074365377426147,0.5739843845367432,0.4722104966640472,0,nen005_035,いえ、困っていることがあって、私に力になれることでしたらお手伝いさせてもらいます
362,0.3689922094345093,0.3630282878875732,0.3864247798919678,0,nen005_038,それじゃあ、えっと……
363,0.601554811000824,0.577664315700531,0.5170653462409973,0,nen005_039,改めまして、綾地寧々です
364,0.5897840261459351,0.5585130453109741,0.5071125626564026,0,nen005_040,はい、そうですね。あっ、もしかして、男の人に聞かれたくない話だったりしますか？
365,0.4676703512668609,0.4611736238002777,0.3884453177452087,0,nen005_041,それで、因幡さんの悩み事は一体なんですか？
368,0.5139187574386597,0.5184760093688965,0.492978572845459,0,nen005_044,そう言えば今年は、４月頃までインフルエンザが流行してましたね
369,0.5378449559211731,0.5241477489471436,0.4577736258506775,0,nen005_045,不躾ながら率直に言って、そんな風には見えませんね
370,0.5418184995651245,0.5377408266067505,0.5139490365982056,0,nen005_046,まず先に確認をさせて欲しいんですが、孤立させられている、ということではないんですよね？
371,0.4875221252441406,0.4622664451599121,0.4134037494659424,0,nen005_047,え？私みたい、ですか？
372,0.5688895583152771,0.5249175429344177,0.2382244169712066,0,nen005_048,そう言われても……私は人気者なんかじゃないですよ。だって私、友達いませんから
373,0.4660819172859192,0.4382109045982361,0.3285586237907409,0,nen005_049,そう言われても事実なので
374,0.5226097106933594,0.5048161149024963,0.4211741089820862,0,nen005_050,確かに、話しかけられるので返事はしていますが
375,0.6084421277046204,0.5576660633087158,0.5128947496414185,0,nen005_051,だって、いつも勉強の話ぐらいしかしていませんよ？
376,0.4921209514141083,0.49118173122406,0.5575471520423889,0,nen005_052,そういうことにはあまり興味が……どちらかと言えば、[し]私[じ]事を優先したいので。この部活ですとか
377,0.4710097312927246,0.4728425145149231,0.5193724036216736,0,nen005_053,私より、保科君の方がアドバイスできるんじゃないですか？
378,0.612148642539978,0.5576189160346985,0.6057428121566772,0,nen005_054,でも、よく頼られているじゃないですか？
379,0.3908236622810364,0.4354630708694458,0.2958751320838928,0,nen005_055,そうなんですか？
380,0.3415397703647613,0.3778389692306518,0.3414050042629242,0,nen005_056,となると………………アドバイスは難しそうですね
381,0.5819294452667236,0.5564364194869995,0.5036560297012329,0,nen005_057,でも、一緒に考えることはできます
382,0.6174178719520569,0.5666479468345642,0.4696038365364074,0,nen005_058,少し時間をくれませんか？
383,0.6808720827102661,0.6050146818161011,0.3654867112636566,0,nen005_059,はい、もちろんです
384,0.5082247853279114,0.4888826012611389,0.5127551555633545,0,nen005_060,そうですね……私では解決できないような依頼も、いくつかありましたね
385,0.5013520121574402,0.4964393377304077,0.49826180934906,0,nen005_061,できる限りのことはしましたよ？アドバイス的なことは勿論、仮屋さんの時のような仲立ちも
386,0.5127838253974915,0.4875389039516449,0.2591976225376129,0,nen005_062,でもほとんど力にはなれなくて……今回も難しそうですね。人気者になるための方法なんて、全然思いつきません
387,0.5847446322441101,0.5618035793304443,0.6436008214950562,0,nen005_063,よろしくお願いします
388,0.5942432284355164,0.5329696536064148,0.5973463654518127,0,nen005_064,では、今日はそろそろ部活を終わりましょうか
389,0.5263494253158569,0.5202341675758362,0.3923277854919433,0,nen005_065,ところで保科君、今日これから時間はありますか？
390,0.5482476949691772,0.5418477654457092,0.4191251397132873,0,nen005_066,では少し付き合ってくれませんか？一緒に来て欲しいところがあるんです
391,0.5515010952949524,0.5337505340576172,0.3879725635051727,0,nen005_067,こんばんは
392,0.456760823726654,0.4422146081924438,0.4635230898857116,0,nen005_068,そうだったんですか？ごめんなさい、仮屋さんのことを考えずに
